GAME_NUM,ATL,BKN,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
33,24.857142857142858,25.904761904761905,25.80952380952381,23.285714285714285,22.714285714285715,26.0,28.285714285714285,23.714285714285715,23.523809523809526,26.904761904761905,29.523809523809526,24.0,24.19047619047619,25.714285714285715,23.095238095238095,23.238095238095237,22.904761904761905,23.285714285714285,23.142857142857142,26.476190476190474,25.714285714285715,25.761904761904763,22.714285714285715,24.38095238095238,27.761904761904763,22.952380952380953,23.714285714285715,25.714285714285715,24.047619047619047,23.571428571428573
34,26.238095238095237,27.285714285714285,27.428571428571427,24.761904761904763,23.904761904761905,25.238095238095237,27.523809523809526,25.38095238095238,22.714285714285715,29.61904761904762,32.142857142857146,22.857142857142858,25.047619047619047,23.38095238095238,22.333333333333332,25.38095238095238,25.476190476190474,24.523809523809526,23.095238095238095,24.428571428571427,23.476190476190474,26.904761904761905,22.285714285714285,24.904761904761905,27.904761904761905,23.285714285714285,23.333333333333332,26.047619047619047,22.38095238095238,23.095238095238095
35,24.0,24.857142857142858,28.428571428571427,24.571428571428573,21.952380952380953,26.761904761904763,27.857142857142858,24.428571428571427,24.571428571428573,26.80952380952381,31.476190476190474,27.19047619047619,23.80952380952381,24.61904761904762,21.38095238095238,25.095238095238095,24.80952380952381,24.285714285714285,23.238095238095237,25.761904761904763,25.952380952380953,25.476190476190474,23.38095238095238,25.761904761904763,27.523809523809526,26.476190476190474,25.476190476190474,25.61904761904762,24.142857142857142,22.38095238095238
36,26.857142857142858,25.714285714285715,26.38095238095238,23.0,23.714285714285715,25.142857142857142,26.80952380952381,24.38095238095238,24.476190476190474,29.714285714285715,31.80952380952381,23.714285714285715,23.0,25.095238095238095,22.095238095238095,25.476190476190474,24.142857142857142,23.523809523809526,26.333333333333332,24.523809523809526,24.285714285714285,27.238095238095237,23.571428571428573,26.666666666666668,26.047619047619047,22.952380952380953,22.761904761904763,27.142857142857142,23.571428571428573,22.571428571428573
37,24.857142857142858,24.19047619047619,25.714285714285715,24.714285714285715,24.095238095238095,26.38095238095238,29.61904761904762,24.095238095238095,27.38095238095238,27.333333333333332,30.238095238095237,25.476190476190474,23.952380952380953,24.857142857142858,23.095238095238095,26.761904761904763,24.38095238095238,22.476190476190474,23.761904761904763,24.571428571428573,25.0,25.904761904761905,22.285714285714285,25.571428571428573,26.142857142857142,23.571428571428573,25.523809523809526,24.761904761904763,24.61904761904762,26.571428571428573
38,25.19047619047619,25.761904761904763,24.428571428571427,23.523809523809526,22.285714285714285,27.142857142857142,26.857142857142858,26.333333333333332,23.714285714285715,28.333333333333332,31.428571428571427,25.047619047619047,22.285714285714285,26.19047619047619,23.238095238095237,24.19047619047619,25.80952380952381,23.38095238095238,24.333333333333332,25.428571428571427,24.761904761904763,25.333333333333332,22.0,27.0,27.285714285714285,25.38095238095238,23.523809523809526,24.857142857142858,24.80952380952381,23.61904761904762
39,24.714285714285715,26.476190476190474,26.428571428571427,24.142857142857142,24.80952380952381,26.19047619047619,26.904761904761905,24.80952380952381,22.857142857142858,28.952380952380953,30.095238095238095,24.238095238095237,23.047619047619047,26.714285714285715,23.61904761904762,24.952380952380953,22.095238095238095,22.857142857142858,22.333333333333332,25.38095238095238,25.523809523809526,28.285714285714285,22.523809523809526,22.571428571428573,27.333333333333332,24.523809523809526,25.095238095238095,25.523809523809526,24.095238095238095,22.142857142857142
40,26.476190476190474,25.523809523809526,26.095238095238095,24.523809523809526,24.238095238095237,23.761904761904763,28.0,24.857142857142858,21.857142857142858,31.047619047619047,29.19047619047619,23.142857142857142,24.666666666666668,24.476190476190474,23.285714285714285,23.952380952380953,24.523809523809526,23.476190476190474,23.571428571428573,25.523809523809526,25.238095238095237,28.0,21.80952380952381,24.476190476190474,24.904761904761905,26.238095238095237,23.285714285714285,25.476190476190474,24.904761904761905,21.714285714285715
41,25.80952380952381,26.142857142857142,25.80952380952381,22.38095238095238,21.523809523809526,26.19047619047619,26.238095238095237,24.523809523809526,24.095238095238095,30.61904761904762,30.19047619047619,24.047619047619047,23.285714285714285,24.761904761904763,22.19047619047619,26.571428571428573,26.952380952380953,21.761904761904763,22.142857142857142,24.952380952380953,25.857142857142858,25.095238095238095,23.047619047619047,25.047619047619047,25.428571428571427,24.142857142857142,24.761904761904763,26.238095238095237,26.428571428571427,23.238095238095237
42,24.666666666666668,26.047619047619047,28.333333333333332,24.666666666666668,22.80952380952381,26.333333333333332,26.714285714285715,21.333333333333332,21.333333333333332,29.285714285714285,29.333333333333332,26.523809523809526,23.19047619047619,24.523809523809526,21.714285714285715,24.428571428571427,25.571428571428573,24.285714285714285,22.904761904761905,25.285714285714285,24.904761904761905,26.0,21.238095238095237,24.523809523809526,27.095238095238095,22.666666666666668,24.0,26.19047619047619,23.952380952380953,21.761904761904763
